Database,Term,Adjusted_p_value,Gene_Count,Associated_Genes,Gene_Ratio,minus_log10_adjusted_p
GO:BP,positive regulation of attachment of spindle microtubules to kinetochore,0.0308895695648834,1,CCNB1,0.05,1.510188143394838
GO:BP,immature B cell differentiation,0.0308895695648834,1,KIT,0.05,1.510188143394838
GO:BP,centromeric sister chromatid cohesion,0.0308895695648834,1,BUB1B,0.05,1.510188143394838
GO:BP,regulation of cell communication by electrical coupling involved in cardiac conduction,0.0308895695648834,1,CAV1,0.05,1.510188143394838
GO:BP,caveolin-mediated endocytosis,0.0308895695648834,1,CAV1,0.05,1.510188143394838
GO:BP,regulation of muscle contraction,0.0308895695648834,2,CAV1;KIT,0.1,1.510188143394838
GO:BP,female meiosis I,0.0308895695648834,1,CCNB2,0.05,1.510188143394838
GO:BP,spindle assembly involved in female meiosis,0.0308895695648834,1,CCNB2,0.05,1.510188143394838
GO:BP,cell proliferation in hindbrain,0.0308895695648834,1,FGF2,0.05,1.510188143394838
GO:BP,cell proliferation in external granule layer,0.0308895695648834,1,FGF2,0.05,1.510188143394838
GO:BP,negative regulation of nitric oxide biosynthetic process,0.0308895695648834,1,CAV1,0.05,1.510188143394838
GO:BP,monocyte activation,0.0308895695648834,1,FN1,0.05,1.510188143394838
GO:BP,epidermal growth factor receptor signaling pathway,0.031233610350408,2,EGFR;KIT,0.1,1.505377811971049
GO:BP,neural precursor cell proliferation,0.0319939947450765,2,FGF2;FOXO1,0.1,1.4949315308621267
GO:BP,DNA biosynthetic process,0.0323213005731321,2,CCNA2;FGF2,0.1,1.490511172019656
GO:BP,nephron development,0.0323213005731321,2,STAT1;FGF2,0.1,1.490511172019656
GO:BP,cellular response to BMP stimulus,0.032537887685558,2,CAV1;PPARG,0.1,1.4876106442781585
GO:BP,regulation of response to wounding,0.032537887685558,2,CAV1;FGF2,0.1,1.4876106442781585
GO:BP,response to BMP,0.032537887685558,2,CAV1;PPARG,0.1,1.4876106442781585
GO:BP,lipid homeostasis,0.032537887685558,2,CAV1;PPARG,0.1,1.4876106442781585
GO:BP,cell growth,0.032537887685558,3,EGFR;FN1;PPARG,0.15,1.4876106442781585
GO:BP,regulation of toll-like receptor 3 signaling pathway,0.0327126768426339,1,CAV1,0.05,1.485283916577588
GO:BP,metanephric renal vesicle morphogenesis,0.0327126768426339,1,STAT1,0.05,1.485283916577588
GO:BP,regulation of pseudopodium assembly,0.0327126768426339,1,KIT,0.05,1.485283916577588
GO:BP,single stranded viral RNA replication via double stranded DNA intermediate,0.0327126768426339,1,TOP2A,0.05,1.485283916577588
GO:BP,positive regulation of pseudopodium assembly,0.0327126768426339,1,KIT,0.05,1.485283916577588
GO:BP,protein localization to cell cortex,0.0327126768426339,1,GNAI1,0.05,1.485283916577588
GO:BP,regulation of cytokine-mediated signaling pathway,0.0327126768426339,2,CAV1;PPARG,0.1,1.485283916577588
GO:BP,cellular response to cold,0.0327126768426339,1,FOXO1,0.05,1.485283916577588
GO:BP,response to UV-A,0.0327126768426339,1,EGFR,0.05,1.485283916577588
GO:BP,nuclear membrane disassembly,0.0327126768426339,1,CDK1,0.05,1.485283916577588
GO:BP,regulation of pinocytosis,0.0327126768426339,1,CAV1,0.05,1.485283916577588
GO:BP,mast cell chemotaxis,0.0327126768426339,1,KIT,0.05,1.485283916577588
GO:BP,regulation of skeletal muscle satellite cell proliferation,0.0327126768426339,1,FGF2,0.05,1.485283916577588
GO:BP,regulation of ventricular cardiac muscle cell action potential,0.0327126768426339,1,CAV1,0.05,1.485283916577588
GO:BP,endocytosis involved in viral entry into host cell,0.0327126768426339,1,CAV1,0.05,1.485283916577588
GO:BP,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,0.0327126768426339,1,FGF2,0.05,1.485283916577588
GO:BP,positive regulation of mitotic cell cycle spindle assembly checkpoint,0.0327126768426339,1,MAD2L1,0.05,1.485283916577588
GO:BP,regulation of establishment of protein localization,0.0329434627830957,3,CDK1;PPARG;FOXO1,0.15,1.48223075281199
GO:BP,macromolecule biosynthetic process,0.0332565185666548,12,CDK1;EGFR;FN1;EZH2;STAT1;TOP2A;CAV1;KIT;PPARG;CCNA2;FGF2;FOXO1,0.6,1.4781232165244294
GO:BP,catabolic process,0.0335414536150795,7,EGFR;CDC20;CAV1;UBE2C;FGF2;MAD2L1;FOXO1,0.35,1.474418119925278
GO:BP,tissue remodeling,0.034170080388185,2,CAV1;PPARG,0.1,1.4663539994832353
GO:BP,eyelid development in camera-type eye,0.0344092097641094,1,EGFR,0.05,1.463325301195621
GO:BP,metanephric mesenchyme development,0.0344092097641094,1,STAT1,0.05,1.463325301195621
GO:BP,regulation of nephron tubule epithelial cell differentiation,0.0344092097641094,1,STAT1,0.05,1.463325301195621
GO:BP,ubiquitin recycling,0.0344092097641094,1,UBE2C,0.05,1.463325301195621
GO:BP,negative regulation of Wnt signaling pathway,0.0344092097641094,2,CAV1;FOXO1,0.1,1.463325301195621
GO:BP,membrane raft assembly,0.0344092097641094,1,CAV1,0.05,1.463325301195621
GO:BP,negative regulation of epidermal cell differentiation,0.0344092097641094,1,EZH2,0.05,1.463325301195621
GO:BP,dendritic cell cytokine production,0.0344092097641094,1,KIT,0.05,1.463325301195621
GO:BP,resolution of meiotic recombination intermediates,0.0344092097641094,1,TOP2A,0.05,1.463325301195621
GO:BP,plasma membrane raft organization,0.0344092097641094,1,CAV1,0.05,1.463325301195621
GO:BP,membrane disassembly,0.0344092097641094,1,CDK1,0.05,1.463325301195621
GO:BP,negative regulation of macrophage derived foam cell differentiation,0.0344092097641094,1,PPARG,0.05,1.463325301195621
GO:BP,negative regulation of epidermis development,0.0344092097641094,1,EZH2,0.05,1.463325301195621
GO:BP,regulation of dendritic cell cytokine production,0.0344092097641094,1,KIT,0.05,1.463325301195621
GO:BP,regulation of adipose tissue development,0.0344092097641094,1,PPARG,0.05,1.463325301195621
GO:BP,response to forskolin,0.0344092097641094,1,GNAI1,0.05,1.463325301195621
GO:BP,cellular response to forskolin,0.0344092097641094,1,GNAI1,0.05,1.463325301195621
GO:BP,regulation of response to type II interferon,0.0344092097641094,1,PPARG,0.05,1.463325301195621
GO:BP,ventricular cardiac muscle cell differentiation,0.0344092097641094,1,CDK1,0.05,1.463325301195621
GO:BP,regulation of type II interferon-mediated signaling pathway,0.0344092097641094,1,PPARG,0.05,1.463325301195621
GO:BP,positive regulation of spindle checkpoint,0.0344092097641094,1,MAD2L1,0.05,1.463325301195621
GO:BP,negative regulation of extracellular matrix organization,0.0344092097641094,1,PPARG,0.05,1.463325301195621
GO:BP,regulation of endothelial cell migration,0.034437779770238,2,PPARG;FGF2,0.1,1.4629648556102506
GO:BP,regulation of protein serine/threonine kinase activity,0.034437779770238,2,EZH2;FGF2,0.1,1.4629648556102506
GO:BP,positive regulation of protein kinase activity,0.034437779770238,2,EZH2;FGF2,0.1,1.4629648556102506
GO:BP,peptidyl-amino acid modification,0.0346681147557439,3,CDK1;EGFR;KIT,0.15,1.4600697745373954
GO:BP,regulation of intrinsic apoptotic signaling pathway,0.0347637771224644,2,CAV1;FGF2,0.1,1.4588730430885666
GO:BP,regulation of response to cytokine stimulus,0.035015017252138,2,CAV1;PPARG,0.1,1.455745655336081
GO:BP,regulation of reproductive process,0.035015017252138,2,CDC20;KIT,0.1,1.455745655336081
GO:BP,positive regulation of ERK1 and ERK2 cascade,0.035015017252138,2,EGFR;FGF2,0.1,1.455745655336081
GO:BP,reproductive process,0.035015017252138,5,CDK1;CDC20;TOP2A;KIT;CCNB2,0.25,1.455745655336081
GO:BP,calcium ion transmembrane import into cytosol,0.0353796361652804,2,CAV1;FGF2,0.1,1.4512466375716744
GO:BP,ERBB signaling pathway,0.0357454839690172,2,EGFR;KIT,0.1,1.4467788185125163
GO:BP,DNA damage response,0.0358493006216706,4,CDK1;EGFR;TOP2A;FOXO1,0.2,1.4455193124958168
GO:BP,detection of mechanical stimulus involved in sensory perception of sound,0.0358686745386889,1,KIT,0.05,1.4452846715863448
GO:BP,positive regulation of membrane invagination,0.0358686745386889,1,PPARG,0.05,1.4452846715863448
GO:BP,morphogenesis of an epithelium,0.0358686745386889,3,EGFR;STAT1;FGF2,0.15,1.4452846715863448
GO:BP,response to glucagon,0.0358686745386889,1,CCNA2,0.05,1.4452846715863448
GO:BP,facultative heterochromatin formation,0.0358686745386889,1,EZH2,0.05,1.4452846715863448
GO:BP,regulation of extracellular matrix assembly,0.0358686745386889,1,PPARG,0.05,1.4452846715863448
GO:BP,regulation of metaphase plate congression,0.0358686745386889,1,CDK1,0.05,1.4452846715863448
GO:BP,positive regulation of sterol biosynthetic process,0.0358686745386889,1,GNAI1,0.05,1.4452846715863448
GO:BP,meiotic spindle assembly,0.0358686745386889,1,CCNB2,0.05,1.4452846715863448
GO:BP,"positive regulation of phagocytosis, engulfment",0.0358686745386889,1,PPARG,0.05,1.4452846715863448
GO:BP,deoxyribonucleotide biosynthetic process,0.0358686745386889,1,RRM2,0.05,1.4452846715863448
GO:BP,2'-deoxyribonucleotide biosynthetic process,0.0358686745386889,1,RRM2,0.05,1.4452846715863448
GO:BP,hyaluronan catabolic process,0.0358686745386889,1,FGF2,0.05,1.4452846715863448
GO:BP,positive regulation of smooth muscle cell differentiation,0.0358686745386889,1,KIT,0.05,1.4452846715863448
GO:BP,pseudopodium assembly,0.0358686745386889,1,KIT,0.05,1.4452846715863448
GO:BP,response to caffeine,0.0358686745386889,1,PPARG,0.05,1.4452846715863448
GO:BP,deoxyribose phosphate biosynthetic process,0.0358686745386889,1,RRM2,0.05,1.4452846715863448
GO:BP,positive regulation of cholesterol biosynthetic process,0.0358686745386889,1,GNAI1,0.05,1.4452846715863448
GO:BP,positive regulation of organelle organization,0.0362882735661903,3,CDK1;CDC20;UBE2C,0.15,1.4402336930976585
GO:BP,cellular response to starvation,0.0365577249556054,2,CAV1;FOXO1,0.1,1.4370208389220578
GO:BP,blood circulation,0.0366216904468587,3,STAT1;CAV1;PPARG,0.15,1.436261612661348
GO:BP,nucleic acid metabolic process,0.0367817136757085,10,CDK1;EGFR;EZH2;STAT1;TOP2A;CAV1;PPARG;CCNA2;FGF2;FOXO1,0.5,1.434368040661658
GO:BP,anatomical structure morphogenesis,0.03698511454278,7,EGFR;FN1;STAT1;CAV1;KIT;PPARG;FGF2,0.35,1.431973031951386
GO:BP,secretion,0.0371353931769877,4,CAV1;KIT;PPARG;FOXO1,0.2,1.4302119735608991
GO:BP,positive regulation of kinase activity,0.0371353931769877,2,EZH2;FGF2,0.1,1.4302119735608991
GO:BP,stem cell population maintenance,0.0371353931769877,2,KIT;FOXO1,0.1,1.4302119735608991
GO:BP,pseudopodium organization,0.0373885526526251,1,KIT,0.05,1.4272613464837725
GO:BP,protein localization to kinetochore,0.0373885526526251,1,CDK1,0.05,1.4272613464837725
GO:BP,response to vitamin A,0.0373885526526251,1,PPARG,0.05,1.4272613464837725
GO:BP,positive regulation of endothelial cell chemotaxis,0.0373885526526251,1,FGF2,0.05,1.4272613464837725
GO:BP,negative regulation of fibroblast growth factor receptor signaling pathway,0.0373885526526251,1,FGF2,0.05,1.4272613464837725
GO:BP,nephron tubule epithelial cell differentiation,0.0373885526526251,1,STAT1,0.05,1.4272613464837725
GO:BP,meiotic sister chromatid cohesion,0.0373885526526251,1,BUB1B,0.05,1.4272613464837725
GO:BP,G protein-coupled serotonin receptor signaling pathway,0.0373885526526251,1,GNAI1,0.05,1.4272613464837725
GO:BP,epithelial cell-cell adhesion,0.0373885526526251,1,KIT,0.05,1.4272613464837725
GO:BP,protein localization to condensed chromosome,0.0373885526526251,1,CDK1,0.05,1.4272613464837725
GO:BP,negative regulation of nucleobase-containing compound metabolic process,0.0373885526526251,5,EZH2;STAT1;CAV1;PPARG;FOXO1,0.25,1.4272613464837725
GO:BP,myeloid cell homeostasis,0.0373885526526251,2,STAT1;KIT,0.1,1.4272613464837725
GO:BP,adenohypophysis development,0.0373885526526251,1,FGF2,0.05,1.4272613464837725
GO:BP,cellular response to gonadotropin stimulus,0.0373885526526251,1,CCNA2,0.05,1.4272613464837725
GO:BP,regulation of retinoic acid receptor signaling pathway,0.0373885526526251,1,EZH2,0.05,1.4272613464837725
GO:BP,neuroendocrine cell differentiation,0.0373885526526251,1,FGF2,0.05,1.4272613464837725
GO:BP,mast cell migration,0.0373885526526251,1,KIT,0.05,1.4272613464837725
GO:BP,renal vesicle morphogenesis,0.0373885526526251,1,STAT1,0.05,1.4272613464837725
GO:BP,nuclear receptor-mediated signaling pathway,0.0380182862159996,2,EZH2;PPARG,0.1,1.420007464106812
GO:BP,mononuclear cell differentiation,0.0383436475011635,3,EZH2;KIT;PPARG,0.15,1.4163065765314793
GO:BP,leukocyte activation,0.0386950467906441,4,FN1;EZH2;CAV1;KIT,0.2,1.4123446238484156
GO:BP,inner ear development,0.0387126782275111,2,CCNA2;FGF2,0.1,1.4121467822022498
GO:BP,regulation of cellular localization,0.0388531901094383,3,CDK1;EGFR;CAV1,0.15,1.4105733168875996
GO:BP,renal vesicle development,0.0389434297421084,1,STAT1,0.05,1.40956580288072
GO:BP,cellular response to prostaglandin E stimulus,0.0389434297421084,1,PPARG,0.05,1.40956580288072
GO:BP,organelle inheritance,0.0389434297421084,1,CDK1,0.05,1.40956580288072
GO:BP,regulation of skeletal muscle cell proliferation,0.0389434297421084,1,FGF2,0.05,1.40956580288072
GO:BP,coronary vasculature morphogenesis,0.0389434297421084,1,FGF2,0.05,1.40956580288072
GO:BP,negative regulation of necroptotic process,0.0389434297421084,1,CAV1,0.05,1.40956580288072
GO:BP,regulation of cell communication by electrical coupling,0.0389434297421084,1,CAV1,0.05,1.40956580288072
GO:BP,regulation of membrane invagination,0.0389434297421084,1,PPARG,0.05,1.40956580288072
GO:BP,positive regulation of fatty acid oxidation,0.0389434297421084,1,PPARG,0.05,1.40956580288072
GO:BP,Golgi inheritance,0.0389434297421084,1,CDK1,0.05,1.40956580288072
GO:BP,mammary gland epithelial cell differentiation,0.0389434297421084,1,FGF2,0.05,1.40956580288072
GO:BP,kidney mesenchyme development,0.0389434297421084,1,STAT1,0.05,1.40956580288072
GO:BP,regulation of proteasomal protein catabolic process,0.0389434297421084,2,CDC20;CAV1,0.1,1.40956580288072
GO:BP,cellular response to leptin stimulus,0.0389434297421084,1,CCNA2,0.05,1.40956580288072
GO:BP,regulation of epithelial cell differentiation involved in kidney development,0.0389434297421084,1,STAT1,0.05,1.40956580288072
GO:BP,"regulation of phagocytosis, engulfment",0.0389434297421084,1,PPARG,0.05,1.40956580288072
GO:BP,connective tissue replacement,0.0389434297421084,1,PPARG,0.05,1.40956580288072
GO:BP,protein heterotetramerization,0.0389434297421084,1,RRM2,0.05,1.40956580288072
GO:BP,animal organ morphogenesis,0.0394537663499456,4,EGFR;STAT1;CAV1;FGF2,0.2,1.4039115316960893
GO:BP,ketone metabolic process,0.0399177314835006,2,CAV1;PPARG,0.1,1.39883414754979
GO:BP,regulation of cellular response to stress,0.0401265244189017,3,EGFR;CAV1;FOXO1,0.15,1.396568455293831
GO:BP,positive regulation of epithelial cell proliferation,0.0402059869198123,2,EGFR;FGF2,0.1,1.395709272969161
GO:BP,regulation of synaptic plasticity,0.0402059869198123,2,CDC20;KIT,0.1,1.395709272969161
GO:BP,positive regulation of catabolic process,0.0404305238698238,3,CDC20;CAV1;FOXO1,0.15,1.3932906313524556
GO:BP,skeletal muscle satellite cell proliferation,0.0407041169713761,1,FGF2,0.05,1.390361662334331
GO:BP,positive regulation of vascular endothelial cell proliferation,0.0407041169713761,1,FGF2,0.05,1.390361662334331
GO:BP,tongue development,0.0407041169713761,1,KIT,0.05,1.390361662334331
GO:BP,temperature homeostasis,0.0407041169713761,2,CAV1;FOXO1,0.1,1.390361662334331
GO:BP,regulation of cholesterol storage,0.0407041169713761,1,PPARG,0.05,1.390361662334331
GO:BP,regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,0.0407041169713761,1,FGF2,0.05,1.390361662334331
GO:BP,regulation of calcium ion transport into cytosol,0.0407041169713761,1,CAV1,0.05,1.390361662334331
GO:BP,angiotensin-activated signaling pathway,0.0407041169713761,1,CAV1,0.05,1.390361662334331
GO:BP,ectopic germ cell programmed cell death,0.0407041169713761,1,KIT,0.05,1.390361662334331
GO:BP,negative regulation of transcription elongation by RNA polymerase II,0.0407041169713761,1,EZH2,0.05,1.390361662334331
GO:BP,regulation of response to biotic stimulus,0.041052026225298,3,STAT1;CAV1;PPARG,0.15,1.38666540232654
GO:BP,cellular process,0.0410534423750034,20,CDK1;EGFR;CCNB1;BUB1B;FN1;CDC20;EZH2;STAT1;TOP2A;CAV1;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;FGF2;CCNB2;MAD2L1;FOXO1,1.0,1.3866504209613977
GO:BP,regulation of plasma membrane bounded cell projection assembly,0.0421011500887352,2,CAV1;KIT,0.1,1.3757060402600756
GO:BP,negative regulation of protein metabolic process,0.0424487874243952,3,EGFR;CAV1;MAD2L1,0.15,1.3721347111306406
GO:BP,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,0.0424487874243952,1,FGF2,0.05,1.3721347111306406
GO:BP,regulation of cell projection assembly,0.0424487874243952,2,CAV1;KIT,0.1,1.3721347111306406
GO:BP,white fat cell differentiation,0.0424487874243952,1,PPARG,0.05,1.3721347111306406
GO:BP,positive regulation of gluconeogenesis,0.0424487874243952,1,FOXO1,0.05,1.3721347111306406
GO:BP,positive regulation of ERAD pathway,0.0424487874243952,1,CAV1,0.05,1.3721347111306406
GO:BP,DNA conformation change,0.0424487874243952,1,TOP2A,0.05,1.3721347111306406
GO:BP,gap junction assembly,0.0424487874243952,1,CAV1,0.05,1.3721347111306406
GO:BP,negative regulation of programmed necrotic cell death,0.0424487874243952,1,CAV1,0.05,1.3721347111306406
GO:BP,cellular response to misfolded protein,0.0424487874243952,1,CAV1,0.05,1.3721347111306406
GO:BP,regulation of exit from mitosis,0.0424487874243952,1,UBE2C,0.05,1.3721347111306406
GO:BP,negative regulation of receptor signaling pathway via JAK-STAT,0.0424487874243952,1,CAV1,0.05,1.3721347111306406
GO:BP,central nervous system development,0.0438361879156101,4,EGFR;EZH2;PPARG;FGF2,0.2,1.358167220016359
GO:BP,regulation of immune system process,0.0438682754609571,5,FN1;STAT1;CAV1;KIT;PPARG,0.25,1.3578494381391932
GO:BP,G1 to G0 transition,0.0443102213988341,1,EZH2,0.05,1.3534960799830178
GO:BP,cellular response to platelet-derived growth factor stimulus,0.0443102213988341,1,CCNA2,0.05,1.3534960799830178
GO:BP,negative regulation of anoikis,0.0443102213988341,1,CAV1,0.05,1.3534960799830178
GO:BP,lipoprotein transport,0.0443102213988341,1,PPARG,0.05,1.3534960799830178
GO:BP,mesenchymal to epithelial transition,0.0443102213988341,1,STAT1,0.05,1.3534960799830178
GO:BP,phasic smooth muscle contraction,0.0443102213988341,1,KIT,0.05,1.3534960799830178
GO:BP,positive regulation of cell cycle checkpoint,0.0443102213988341,1,MAD2L1,0.05,1.3534960799830178
GO:BP,positive regulation of cholesterol metabolic process,0.0443102213988341,1,GNAI1,0.05,1.3534960799830178
GO:BP,response to leptin,0.0443102213988341,1,CCNA2,0.05,1.3534960799830178
GO:BP,hormone-mediated signaling pathway,0.0444156910637046,2,EZH2;PPARG,0.1,1.3524635763149262
GO:BP,epidermal cell differentiation,0.0447906061356809,2,EZH2;FGF2,0.1,1.348813060359502
GO:BP,cellular response to exogenous dsRNA,0.0459558852637733,1,CAV1,0.05,1.3376588635180575
GO:BP,lipoprotein localization,0.0459558852637733,1,PPARG,0.05,1.3376588635180575
GO:BP,regulatory ncRNA-mediated heterochromatin formation,0.0459558852637733,1,EZH2,0.05,1.3376588635180575
GO:BP,negative regulation of tissue remodeling,0.0459558852637733,1,PPARG,0.05,1.3376588635180575
GO:BP,negative regulation of potassium ion transmembrane transport,0.0459558852637733,1,CAV1,0.05,1.3376588635180575
GO:BP,positive regulation of tyrosine phosphorylation of STAT protein,0.0459558852637733,1,KIT,0.05,1.3376588635180575
GO:BP,meiotic spindle organization,0.0459558852637733,1,CCNB2,0.05,1.3376588635180575
GO:BP,"negative regulation of DNA-templated transcription, elongation",0.0459558852637733,1,EZH2,0.05,1.3376588635180575
GO:BP,response to misfolded protein,0.0459558852637733,1,CAV1,0.05,1.3376588635180575
GO:BP,cellular response to interleukin-7,0.0459558852637733,1,STAT1,0.05,1.3376588635180575
GO:BP,megakaryocyte development,0.0459558852637733,1,KIT,0.05,1.3376588635180575
GO:BP,neuron intrinsic apoptotic signaling pathway in response to oxidative stress,0.0459558852637733,1,FGF2,0.05,1.3376588635180575
GO:BP,cell proliferation involved in kidney development,0.0459558852637733,1,STAT1,0.05,1.3376588635180575
GO:BP,ear development,0.0462824092137701,2,CCNA2;FGF2,0.1,1.334584042092522
GO:BP,proteasomal protein catabolic process,0.0467373110840014,3,CDC20;CAV1;UBE2C,0.15,1.3303362772876632
GO:BP,regulation of biological quality,0.0467933667222135,7,FN1;CDC20;STAT1;CAV1;KIT;PPARG;FOXO1,0.35,1.329815706757418
GO:BP,response to platelet-derived growth factor,0.0477757007937147,1,CCNA2,0.05,1.3207929338153652
GO:BP,regulation of endothelial cell chemotaxis,0.0477757007937147,1,FGF2,0.05,1.3207929338153652
GO:BP,positive regulation of cell migration involved in sprouting angiogenesis,0.0477757007937147,1,FGF2,0.05,1.3207929338153652
GO:BP,response to interleukin-7,0.0477757007937147,1,STAT1,0.05,1.3207929338153652
GO:BP,negative regulation of lipid storage,0.0477757007937147,1,PPARG,0.05,1.3207929338153652
GO:BP,cellular response to prostaglandin stimulus,0.0477757007937147,1,PPARG,0.05,1.3207929338153652
GO:BP,organ induction,0.0477757007937147,1,FGF2,0.05,1.3207929338153652
GO:BP,cardiac muscle tissue development,0.0479538923315777,2,CDK1;FGF2,0.1,1.3191761361571346
GO:BP,circulatory system process,0.0490225624323612,3,STAT1;CAV1;PPARG,0.15,1.3096039917140998
GO:BP,negative regulation of vascular associated smooth muscle cell proliferation,0.0494675270255245,1,PPARG,0.05,1.305679800289018
GO:BP,pinocytosis,0.0494675270255245,1,CAV1,0.05,1.305679800289018
GO:BP,glycosaminoglycan catabolic process,0.0494675270255245,1,FGF2,0.05,1.305679800289018
GO:BP,metanephric nephron morphogenesis,0.0494675270255245,1,STAT1,0.05,1.305679800289018
GO:BP,liver regeneration,0.0494675270255245,1,EZH2,0.05,1.305679800289018
GO:BP,negative regulation of stem cell proliferation,0.0494675270255245,1,FGF2,0.05,1.305679800289018
GO:BP,positive regulation of stem cell differentiation,0.0494675270255245,1,FGF2,0.05,1.305679800289018
GO:BP,regulation of cell fate specification,0.0494675270255245,1,FGF2,0.05,1.305679800289018
GO:BP,metanephric nephron tubule development,0.0494675270255245,1,STAT1,0.05,1.305679800289018
GO:BP,response to gonadotropin,0.0494675270255245,1,CCNA2,0.05,1.305679800289018
GO:BP,regulation of response to external stimulus,0.049596400320863,4,STAT1;CAV1;PPARG;FGF2,0.2,1.3045498432178042
GO:CC,mitotic checkpoint complex,1.070413045500158e-06,3,BUB1B;CDC20;MAD2L1,0.15,5.970448606644443
GO:CC,protein-containing complex,2.089544424515375e-06,18,CDK1;EGFR;CCNB1;BUB1B;FN1;CDC20;EZH2;STAT1;TOP2A;CAV1;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;CCNB2;MAD2L1,0.9,5.679948391155055
GO:CC,chromosomal region,8.101436320885762e-06,7,CDK1;CCNB1;BUB1B;CDC20;EZH2;TOP2A;MAD2L1,0.35,5.0914379773021565
GO:CC,"chromosome, centromeric region",1.116037768333398e-05,6,CCNB1;BUB1B;CDC20;EZH2;TOP2A;MAD2L1,0.3,4.952321107995896
GO:CC,microtubule organizing center,1.1875489262101655e-05,9,CDK1;EGFR;CCNB1;BUB1B;CDC20;TOP2A;GNAI1;CCNA2;CCNB2,0.45,4.92534848869646
GO:CC,catalytic complex,1.1875489262101655e-05,11,CDK1;CCNB1;BUB1B;CDC20;EZH2;TOP2A;RRM2;GNAI1;CCNA2;UBE2C;CCNB2,0.55,4.92534848869646
GO:CC,cyclin-dependent protein kinase holoenzyme complex,1.7581512170783384e-05,4,CDK1;CCNB1;CCNA2;CCNB2,0.2,4.754943774359868
GO:CC,cyclin A2-CDK1 complex,2.5749023883678357e-05,2,CDK1;CCNA2,0.1,4.589239229922491
GO:CC,microtubule cytoskeleton,2.5749023883678357e-05,10,CDK1;EGFR;CCNB1;BUB1B;CDC20;TOP2A;GNAI1;CCNA2;CCNB2;MAD2L1,0.5,4.589239229922491
GO:CC,cyclin B1-CDK1 complex,2.5749023883678357e-05,2,CDK1;CCNB1,0.1,4.589239229922491
GO:CC,anaphase-promoting complex,3.697074247090058e-05,3,BUB1B;CDC20;UBE2C,0.15,4.432141827550312
GO:CC,transferase complex,4.007013533117438e-05,8,CDK1;CCNB1;BUB1B;CDC20;EZH2;CCNA2;UBE2C;CCNB2,0.4,4.397179190797073
GO:CC,nucleus,7.189235234333335e-05,18,CDK1;EGFR;CCNB1;BUB1B;CDC20;EZH2;STAT1;TOP2A;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;FGF2;CCNB2;MAD2L1;FOXO1,0.9,4.143317305886096
GO:CC,intracellular membraneless organelle,7.297905798768587e-05,16,CDK1;EGFR;CCNB1;BUB1B;CDC20;EZH2;STAT1;TOP2A;CAV1;GNAI1;KIT;PPARG;CCNA2;CCNB2;MAD2L1;FOXO1,0.8,4.136801746800232
GO:CC,membraneless organelle,7.297905798768587e-05,16,CDK1;EGFR;CCNB1;BUB1B;CDC20;EZH2;STAT1;TOP2A;CAV1;GNAI1;KIT;PPARG;CCNA2;CCNB2;MAD2L1;FOXO1,0.8,4.136801746800232
GO:CC,chromosome,9.004312501240267e-05,10,CDK1;CCNB1;BUB1B;CDC20;EZH2;STAT1;TOP2A;PPARG;MAD2L1;FOXO1,0.5,4.045549440902846
GO:CC,organelle lumen,9.992728652555709e-05,16,CDK1;EGFR;CCNB1;FN1;CDC20;EZH2;STAT1;TOP2A;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;MAD2L1;FOXO1,0.8,4.000315905473953
GO:CC,condensed chromosome,9.992728652555709e-05,5,CCNB1;BUB1B;CDC20;TOP2A;MAD2L1,0.25,4.000315905473953
GO:CC,membrane-enclosed lumen,9.992728652555709e-05,16,CDK1;EGFR;CCNB1;FN1;CDC20;EZH2;STAT1;TOP2A;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;MAD2L1;FOXO1,0.8,4.000315905473953
GO:CC,intracellular organelle lumen,9.992728652555709e-05,16,CDK1;EGFR;CCNB1;FN1;CDC20;EZH2;STAT1;TOP2A;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;MAD2L1;FOXO1,0.8,4.000315905473953
GO:CC,serine/threonine protein kinase complex,0.0001335955217144,4,CDK1;CCNB1;CCNA2;CCNB2,0.2,3.874208099699701
GO:CC,nuclear ubiquitin ligase complex,0.0001674668001837,3,BUB1B;CDC20;UBE2C,0.15,3.776071277738224
GO:CC,protein kinase complex,0.0001771283555124,4,CDK1;CCNB1;CCNA2;CCNB2,0.2,3.751711909409294
GO:CC,nuclear lumen,0.0002493551896215,14,CDK1;CCNB1;CDC20;EZH2;STAT1;TOP2A;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;MAD2L1;FOXO1,0.7,3.60318158874273
GO:CC,kinetochore,0.0002587790976691,4,CCNB1;BUB1B;CDC20;MAD2L1,0.2,3.587070805799169
GO:CC,"condensed chromosome, centromeric region",0.0003290720628901,4,CCNB1;BUB1B;CDC20;MAD2L1,0.2,3.4827089862795377
